form,class,deixis,tam
g-à-ɔɽ-ɛ̀,g,itive,perfective
g-á-ɔɽ-à,g,itive,imperfective
g-á-ɔɽ-ɔ́,g,ventive,imperfective
t̪-ɔɽ-à,t̪,ventive,dependent
t̪-ɔɽ-ɔ́,t̪,ventive,perfective
t̪-ɔɽ-ɛ̀,t̪,itive,dependent
t̪-à-ɔɽ-ɛ̀,t̪,itive,perfective
t̪-á-ɔɽ-à,t̪,itive,imperfective
t̪-á-ɔɽ-ɔ́,t̪,ventive,imperfective
ɛrd-á,unmarked,ventive,imperative
ɛrd-ó,unmarked,itive,imperative
r-ɛrd-à,r,ventive,dependent
r-ɛrd-ó,r,ventive,perfective
r-ɛrd-ì,r,itive,dependent
r-à-ɛrd-ì,r,itive,perfective
r-á-ɛrd-à,r,itive,imperfective
r-á-ɛrd-ó,r,ventive,imperfective
l-ɛrd-à,l,ventive,dependent
l-ɛrd-ó,l,ventive,perfective
l-ɛrd-ì,l,itive,dependent
l-à-ɛrd-ì,l,itive,perfective
l-á-ɛrd-à,l,itive,imperfective
l-á-ɛrd-ó,l,ventive,imperfective
ŋ-ɛrd-à,ŋ,ventive,dependent
ŋ-ɛrd-ó,ŋ,ventive,perfective
ŋ-ɛrd-ì,ŋ,itive,dependent
ŋ-à-ɛrd-ì,ŋ,itive,perfective
ŋ-á-ɛrd-à,ŋ,itive,imperfective
ŋ-á-ɛrd-ó,ŋ,ventive,imperfective
ɲ-ɛrd-à,ɲ,ventive,dependent
ɲ-ɛrd-ó,ɲ,ventive,perfective
ɲ-ɛrd-ì,ɲ,itive,dependent
ɲ-à-ɛrd-ì,ɲ,itive,perfective
ɲ-á-ɛrd-à,ɲ,itive,imperfective
ɲ-á-ɛrd-ó,ɲ,ventive,imperfective
n-ɛrd-à,n,ventive,dependent
n-ɛrd-ó,n,ventive,perfective
n-ɛrd-ì,n,itive,dependent
n-à-ɛrd-ì,n,itive,perfective
n-á-ɛrd-à,n,itive,imperfective
n-á-ɛrd-ó,n,ventive,imperfective
j-ɛrd-à,j,ventive,dependent
j-ɛrd-ó,j,ventive,perfective
j-ɛrd-ì,j,itive,dependent
j-à-ɛrd-ì,j,itive,perfective
j-á-ɛrd-à,j,itive,imperfective
j-á-ɛrd-ó,j,ventive,imperfective
ð-ɛrd-à,ð,ventive,dependent
ð-ɛrd-á,ð,unmarked,infinitive
ð-ɛrd-ó,ð,ventive,perfective
ð-ɛrd-ì,ð,itive,dependent
ð-à-ɛrd-ì,ð,itive,perfective
ð-á-ɛrd-à,ð,itive,imperfective
ð-á-ɛrd-ó,ð,ventive,imperfective
g-ɛrd-à,g,ventive,dependent
g-ɛrd-ó,g,ventive,perfective
g-ɛrd-ì,g,itive,dependent
g-à-ɛrd-ì,g,itive,perfective
g-á-ɛrd-à,g,itive,imperfective
g-á-ɛrd-ó,g,ventive,imperfective
t̪-ɛrd-à,t̪,ventive,dependent
t̪-ɛrd-ó,t̪,ventive,perfective
t̪-ɛrd-ì,t̪,itive,dependent
t̪-à-ɛrd-ì,t̪,itive,perfective
t̪-á-ɛrd-à,t̪,itive,imperfective
t̪-á-ɛrd-ó,t̪,ventive,imperfective
ɾland-á,unmarked,ventive,imperative
ɾland-ɔ́,unmarked,itive,imperative
rə̀-ɾland-à,r,ventive,dependent
rə̀-ɾland-ɔ́,r,ventive,perfective
rə̀-ɾland-ɛ̀,r,itive,dependent
r-à-ɾland-ɛ̀,r,itive,perfective
r-á-ɾland-à,r,itive,imperfective
r-á-ɾland-ɔ́,r,ventive,imperfective
lə̀-ɾland-à,l,ventive,dependent
lə̀-ɾland-ɔ́,l,ventive,perfective
lə̀-ɾland-ɛ̀,l,itive,dependent
l-à-ɾland-ɛ̀,l,itive,perfective
l-á-ɾland-à,l,itive,imperfective
l-á-ɾland-ɔ́,l,ventive,imperfective
ŋə̀-ɾland-à,ŋ,ventive,dependent
ŋə̀-ɾland-ɔ́,ŋ,ventive,perfective
ŋə̀-ɾland-ɛ̀,ŋ,itive,dependent
ŋ-à-ɾland-ɛ̀,ŋ,itive,perfective
ŋ-á-ɾland-à,ŋ,itive,imperfective
ŋ-á-ɾland-ɔ́,ŋ,ventive,imperfective
ɲə̀-ɾland-à,ɲ,ventive,dependent
ɲə̀-ɾland-ɔ́,ɲ,ventive,perfective
ɲə̀-ɾland-ɛ̀,ɲ,itive,dependent
ɲ-à-ɾland-ɛ̀,ɲ,itive,perfective
ɲ-á-ɾland-à,ɲ,itive,imperfective
ɲ-á-ɾland-ɔ́,ɲ,ventive,imperfective
nə̀-ɾland-à,n,ventive,dependent
nə̀-ɾland-ɔ́,n,ventive,perfective
nə̀-ɾland-ɛ̀,n,itive,dependent
n-à-ɾland-ɛ̀,n,itive,perfective
n-á-ɾland-à,n,itive,imperfective
n-á-ɾland-ɔ́,n,ventive,imperfective
jə̀-ɾland-à,j,ventive,dependent
jə̀-ɾland-ɔ́,j,ventive,perfective
jə̀-ɾland-ɛ̀,j,itive,dependent
j-à-ɾland-ɛ̀,j,itive,perfective
j-á-ɾland-à,j,itive,imperfective
j-á-ɾland-ɔ́,j,ventive,imperfective
ðə̀-ɾland-à,ð,ventive,dependent
ðə̀-ɾland-ɔ́,ð,ventive,perfective
ðə̀-ɾland-ɛ̀,ð,itive,dependent
ðə́-ɾland-á,ð,unmarked,infinitive
ð-à-ɾland-ɛ̀,ð,itive,perfective
ð-á-ɾland-à,ð,itive,imperfective
ð-á-ɾland-ɔ́,ð,ventive,imperfective
gə̀-ɾland-à,g,ventive,dependent
gə̀-ɾland-ɔ́,g,ventive,perfective
gə̀-ɾland-ɛ̀,g,itive,dependent
g-à-ɾland-ɛ̀,g,itive,perfective
g-á-ɾland-à,g,itive,imperfective
g-á-ɾland-ɔ́,g,ventive,imperfective
t̪ə̀-ɾland-à,t̪,ventive,dependent
t̪ə̀-ɾland-ɔ́,t̪,ventive,perfective
t̪ə̀-ɾland-ɛ̀,t̪,itive,dependent
t̪-à-ɾland-ɛ̀,t̪,itive,perfective
t̪-á-ɾland-à,t̪,itive,imperfective
t̪-á-ɾland-ɔ́,t̪,ventive,imperfective
r-á,unmarked,ventive,imperative
r-ɔ́,unmarked,itive,imperative
rə̀-r-à,r,ventive,dependent
rə̀-r-ɔ́,r,ventive,perfective
rə̀-r-ɛ̀,r,itive,dependent
r-à-r-ɛ̀,r,itive,perfective
r-á-r-à,r,itive,imperfective
r-á-r-ɔ́,r,ventive,imperfective
lə̀-r-à,l,ventive,dependent
lə̀-r-ɔ́,l,ventive,perfective
lə̀-r-ɛ̀,l,itive,dependent
l-à-r-ɛ̀,l,itive,perfective
l-á-r-à,l,itive,imperfective
l-á-r-ɔ́,l,ventive,imperfective
ŋə̀-r-à,ŋ,ventive,dependent
ŋə̀-r-ɔ́,ŋ,ventive,perfective
ŋə̀-r-ɛ̀,ŋ,itive,dependent
ŋ-à-r-ɛ̀,ŋ,itive,perfective
ŋ-á-r-à,ŋ,itive,imperfective
ŋ-á-r-ɔ́,ŋ,ventive,imperfective
ɲə̀-r-à,ɲ,ventive,dependent
ɲə̀-r-ɔ́,ɲ,ventive,perfective
ɲə̀-r-ɛ̀,ɲ,itive,dependent
ɲ-à-r-ɛ̀,ɲ,itive,perfective
ɲ-á-r-à,ɲ,itive,imperfective
ɲ-á-r-ɔ́,ɲ,ventive,imperfective
nə̀-r-à,n,ventive,dependent
nə̀-r-ɔ́,n,ventive,perfective
nə̀-r-ɛ̀,n,itive,dependent
n-à-r-ɛ̀,n,itive,perfective
n-á-r-à,n,itive,imperfective
n-á-r-ɔ́,n,ventive,imperfective
jə̀-r-à,j,ventive,dependent
jə̀-r-ɔ́,j,ventive,perfective
jə̀-r-ɛ̀,j,itive,dependent
j-à-r-ɛ̀,j,itive,perfective
j-á-r-à,j,itive,imperfective
j-á-r-ɔ́,j,ventive,imperfective
ðə̀-r-à,ð,ventive,dependent
ðə̀-r-ɔ́,ð,ventive,perfective
ðə̀-r-ɛ̀,ð,itive,dependent
ðə́-r-á,ð,unmarked,infinitive
ð-à-r-ɛ̀,ð,itive,perfective
ð-á-r-à,ð,itive,imperfective
ð-á-r-ɔ́,ð,ventive,imperfective
gə̀-r-à,g,ventive,dependent
gə̀-r-ɔ́,g,ventive,perfective
gə̀-r-ɛ̀,g,itive,dependent
g-à-r-ɛ̀,g,itive,perfective
g-á-r-à,g,itive,imperfective
g-á-r-ɔ́,g,ventive,imperfective
t̪ə̀-r-à,t̪,ventive,dependent
t̪ə̀-r-ɔ́,t̪,ventive,perfective
t̪ə̀-r-ɛ̀,t̪,itive,dependent
t̪-à-r-ɛ̀,t̪,itive,perfective
t̪-á-r-à,t̪,itive,imperfective
t̪-á-r-ɔ́,t̪,ventive,imperfective
t̪əv-á,unmarked,ventive,imperative
t̪əv-ɔ́,unmarked,itive,imperative
rə̀-t̪əv-à,r,ventive,dependent
rə̀-t̪əv-ɔ́,r,ventive,perfective
rə̀-t̪əv-ɛ̀,r,itive,dependent
r-à-t̪əv-ɛ̀,r,itive,perfective
r-á-t̪əv-à,r,itive,imperfective
r-á-t̪əv-ɔ́,r,ventive,imperfective
lə̀-t̪əv-à,l,ventive,dependent
lə̀-t̪əv-ɔ́,l,ventive,perfective
lə̀-t̪əv-ɛ̀,l,itive,dependent
l-à-t̪əv-ɛ̀,l,itive,perfective
l-á-t̪əv-à,l,itive,imperfective
l-á-t̪əv-ɔ́,l,ventive,imperfective
ŋə̀-t̪əv-à,ŋ,ventive,dependent
ŋə̀-t̪əv-ɔ́,ŋ,ventive,perfective
ŋə̀-t̪əv-ɛ̀,ŋ,itive,dependent
ŋ-à-t̪əv-ɛ̀,ŋ,itive,perfective
ŋ-á-t̪əv-à,ŋ,itive,imperfective
ŋ-á-t̪əv-ɔ́,ŋ,ventive,imperfective
ɲə̀-t̪əv-à,ɲ,ventive,dependent
ɲə̀-t̪əv-ɔ́,ɲ,ventive,perfective
ɲə̀-t̪əv-ɛ̀,ɲ,itive,dependent
ɲ-à-t̪əv-ɛ̀,ɲ,itive,perfective
ɲ-á-t̪əv-à,ɲ,itive,imperfective
ɲ-á-t̪əv-ɔ́,ɲ,ventive,imperfective
nə̀-t̪əv-à,n,ventive,dependent
nə̀-t̪əv-ɔ́,n,ventive,perfective
nə̀-t̪əv-ɛ̀,n,itive,dependent
n-à-t̪əv-ɛ̀,n,itive,perfective
n-á-t̪əv-à,n,itive,imperfective
n-á-t̪əv-ɔ́,n,ventive,imperfective
jə̀-t̪əv-à,j,ventive,dependent
jə̀-t̪əv-ɔ́,j,ventive,perfective
jə̀-t̪əv-ɛ̀,j,itive,dependent
j-à-t̪əv-ɛ̀,j,itive,perfective
j-á-t̪əv-à,j,itive,imperfective
j-á-t̪əv-ɔ́,j,ventive,imperfective
ðə̀-t̪əv-à,ð,ventive,dependent
ðə̀-t̪əv-ɔ́,ð,ventive,perfective
ðə̀-t̪əv-ɛ̀,ð,itive,dependent
ðə́-t̪əv-á,ð,unmarked,infinitive
ð-à-t̪əv-ɛ̀,ð,itive,perfective
ð-á-t̪əv-à,ð,itive,imperfective
ð-á-t̪əv-ɔ́,ð,ventive,imperfective
gə̀-t̪əv-à,g,ventive,dependent
gə̀-t̪əv-ɔ́,g,ventive,perfective
gə̀-t̪əv-ɛ̀,g,itive,dependent
g-à-t̪əv-ɛ̀,g,itive,perfective
g-á-t̪əv-à,g,itive,imperfective
g-á-t̪əv-ɔ́,g,ventive,imperfective
t̪ə̀-t̪əv-à,t̪,ventive,dependent
t̪ə̀-t̪əv-ɔ́,t̪,ventive,perfective
t̪ə̀-t̪əv-ɛ̀,t̪,itive,dependent
t̪-à-t̪əv-ɛ̀,t̪,itive,perfective
t̪-á-t̪əv-à,t̪,itive,imperfective
t̪-á-t̪əv-ɔ́,t̪,ventive,imperfective
t̪ɔɽ-á,unmarked,ventive,imperative
t̪ɔɽ-ɔ́,unmarked,itive,imperative
rə̀-t̪ɔɽ-à,r,ventive,dependent
rə̀-t̪ɔɽ-ɔ́,r,ventive,perfective
rə̀-t̪ɔɽ-ɛ̀,r,itive,dependent
r-à-t̪ɔɽ-ɛ̀,r,itive,perfective
r-á-t̪ɔɽ-à,r,itive,imperfective
r-á-t̪ɔɽ-ɔ́,r,ventive,imperfective
lə̀-t̪ɔɽ-à,l,ventive,dependent
lə̀-t̪ɔɽ-ɔ́,l,ventive,perfective
lə̀-t̪ɔɽ-ɛ̀,l,itive,dependent
l-à-t̪ɔɽ-ɛ̀,l,itive,perfective
l-á-t̪ɔɽ-à,l,itive,imperfective
l-á-t̪ɔɽ-ɔ́,l,ventive,imperfective
ŋə̀-t̪ɔɽ-à,ŋ,ventive,dependent
ŋə̀-t̪ɔɽ-ɔ́,ŋ,ventive,perfective
ŋə̀-t̪ɔɽ-ɛ̀,ŋ,itive,dependent
ŋ-à-t̪ɔɽ-ɛ̀,ŋ,itive,perfective
ŋ-á-t̪ɔɽ-à,ŋ,itive,imperfective
ŋ-á-t̪ɔɽ-ɔ́,ŋ,ventive,imperfective
ɲə̀-t̪ɔɽ-à,ɲ,ventive,dependent
ɲə̀-t̪ɔɽ-ɔ́,ɲ,ventive,perfective
ɲə̀-t̪ɔɽ-ɛ̀,ɲ,itive,dependent
ɲ-à-t̪ɔɽ-ɛ̀,ɲ,itive,perfective
ɲ-á-t̪ɔɽ-à,ɲ,itive,imperfective
ɲ-á-t̪ɔɽ-ɔ́,ɲ,ventive,imperfective
nə̀-t̪ɔɽ-à,n,ventive,dependent
nə̀-t̪ɔɽ-ɔ́,n,ventive,perfective
nə̀-t̪ɔɽ-ɛ̀,n,itive,dependent
n-à-t̪ɔɽ-ɛ̀,n,itive,perfective
n-á-t̪ɔɽ-à,n,itive,imperfective
n-á-t̪ɔɽ-ɔ́,n,ventive,imperfective
jə̀-t̪ɔɽ-à,j,ventive,dependent
jə̀-t̪ɔɽ-ɔ́,j,ventive,perfective
jə̀-t̪ɔɽ-ɛ̀,j,itive,dependent
j-à-t̪ɔɽ-ɛ̀,j,itive,perfective
j-á-t̪ɔɽ-à,j,itive,imperfective
j-á-t̪ɔɽ-ɔ́,j,ventive,imperfective
ðə̀-t̪ɔɽ-à,ð,ventive,dependent
ðə̀-t̪ɔɽ-ɔ́,ð,ventive,perfective
ðə̀-t̪ɔɽ-ɛ̀,ð,itive,dependent
ðə́-t̪ɔɽ-á,ð,unmarked,infinitive
ð-à-t̪ɔɽ-ɛ̀,ð,itive,perfective
ð-á-t̪ɔɽ-à,ð,itive,imperfective
ð-á-t̪ɔɽ-ɔ́,ð,ventive,imperfective
gə̀-t̪ɔɽ-à,g,ventive,dependent
gə̀-t̪ɔɽ-ɔ́,g,ventive,perfective
gə̀-t̪ɔɽ-ɛ̀,g,itive,dependent
g-à-t̪ɔɽ-ɛ̀,g,itive,perfective
g-á-t̪ɔɽ-à,g,itive,imperfective
g-á-t̪ɔɽ-ɔ́,g,ventive,imperfective
t̪ə̀-t̪ɔɽ-à,t̪,ventive,dependent
t̪ə̀-t̪ɔɽ-ɔ́,t̪,ventive,perfective
t̪ə̀-t̪ɔɽ-ɛ̀,t̪,itive,dependent
t̪-à-t̪ɔɽ-ɛ̀,t̪,itive,perfective
t̪-á-t̪ɔɽ-à,t̪,itive,imperfective
t̪-á-t̪ɔɽ-ɔ́,t̪,ventive,imperfective
t̪ɔt̪-á,unmarked,ventive,imperative
t̪ɔt̪-ɔ́,unmarked,itive,imperative
rə̀-t̪ɔt̪-à,r,ventive,dependent
rə̀-t̪ɔt̪-ɔ́,r,ventive,perfective
rə̀-t̪ɔt̪-ɛ̀,r,itive,dependent
r-à-t̪ɔt̪-ɛ̀,r,itive,perfective
r-á-t̪ɔt̪-à,r,itive,imperfective
r-á-t̪ɔt̪-ɔ́,r,ventive,imperfective
lə̀-t̪ɔt̪-à,l,ventive,dependent
lə̀-t̪ɔt̪-ɔ́,l,ventive,perfective
lə̀-t̪ɔt̪-ɛ̀,l,itive,dependent
l-à-t̪ɔt̪-ɛ̀,l,itive,perfective
l-á-t̪ɔt̪-à,l,itive,imperfective
l-á-t̪ɔt̪-ɔ́,l,ventive,imperfective
ŋə̀-t̪ɔt̪-à,ŋ,ventive,dependent
ŋə̀-t̪ɔt̪-ɔ́,ŋ,ventive,perfective
ŋə̀-t̪ɔt̪-ɛ̀,ŋ,itive,dependent
ŋ-à-t̪ɔt̪-ɛ̀,ŋ,itive,perfective
ŋ-á-t̪ɔt̪-à,ŋ,itive,imperfective
ŋ-á-t̪ɔt̪-ɔ́,ŋ,ventive,imperfective
ɲə̀-t̪ɔt̪-à,ɲ,ventive,dependent
ɲə̀-t̪ɔt̪-ɔ́,ɲ,ventive,perfective
ɲə̀-t̪ɔt̪-ɛ̀,ɲ,itive,dependent
ɲ-à-t̪ɔt̪-ɛ̀,ɲ,itive,perfective
ɲ-á-t̪ɔt̪-à,ɲ,itive,imperfective
ɲ-á-t̪ɔt̪-ɔ́,ɲ,ventive,imperfective
nə̀-t̪ɔt̪-à,n,ventive,dependent
nə̀-t̪ɔt̪-ɔ́,n,ventive,perfective
nə̀-t̪ɔt̪-ɛ̀,n,itive,dependent
n-à-t̪ɔt̪-ɛ̀,n,itive,perfective
n-á-t̪ɔt̪-à,n,itive,imperfective
n-á-t̪ɔt̪-ɔ́,n,ventive,imperfective
jə̀-t̪ɔt̪-à,j,ventive,dependent
jə̀-t̪ɔt̪-ɔ́,j,ventive,perfective
jə̀-t̪ɔt̪-ɛ̀,j,itive,dependent
j-à-t̪ɔt̪-ɛ̀,j,itive,perfective
j-á-t̪ɔt̪-à,j,itive,imperfective
j-á-t̪ɔt̪-ɔ́,j,ventive,imperfective
ðə̀-t̪ɔt̪-à,ð,ventive,dependent
ðə̀-t̪ɔt̪-ɔ́,ð,ventive,perfective
ðə̀-t̪ɔt̪-ɛ̀,ð,itive,dependent
ðə́-t̪ɔt̪-á,ð,unmarked,infinitive
ð-à-t̪ɔt̪-ɛ̀,ð,itive,perfective
ð-á-t̪ɔt̪-à,ð,itive,imperfective
ð-á-t̪ɔt̪-ɔ́,ð,ventive,imperfective
gə̀-t̪ɔt̪-à,g,ventive,dependent
gə̀-t̪ɔt̪-ɔ́,g,ventive,perfective
gə̀-t̪ɔt̪-ɛ̀,g,itive,dependent
g-à-t̪ɔt̪-ɛ̀,g,itive,perfective
g-á-t̪ɔt̪-à,g,itive,imperfective
g-á-t̪ɔt̪-ɔ́,g,ventive,imperfective
t̪ə̀-t̪ɔt̪-à,t̪,ventive,dependent
t̪ə̀-t̪ɔt̪-ɔ́,t̪,ventive,perfective
t̪ə̀-t̪ɔt̪-ɛ̀,t̪,itive,dependent
t̪-à-t̪ɔt̪-ɛ̀,t̪,itive,perfective
t̪-á-t̪ɔt̪-à,t̪,itive,imperfective
t̪-á-t̪ɔt̪-ɔ́,t̪,ventive,imperfective
vɾað-á,unmarked,ventive,imperative
vɾað-ɔ́,unmarked,itive,imperative
rə̀-vɾað-à,r,ventive,dependent
rə̀-vɾað-ɔ́,r,ventive,perfective
rə̀-vɾað-ɛ̀,r,itive,dependent
r-à-vɾað-ɛ̀,r,itive,perfective
r-á-vɾað-à,r,itive,imperfective
r-á-vɾað-ɔ́,r,ventive,imperfective
lə̀-vɾað-à,l,ventive,dependent
lə̀-vɾað-ɔ́,l,ventive,perfective
lə̀-vɾað-ɛ̀,l,itive,dependent
l-à-vɾað-ɛ̀,l,itive,perfective
l-á-vɾað-à,l,itive,imperfective
l-á-vɾað-ɔ́,l,ventive,imperfective
ŋə̀-vɾað-à,ŋ,ventive,dependent
ŋə̀-vɾað-ɔ́,ŋ,ventive,perfective
ŋə̀-vɾað-ɛ̀,ŋ,itive,dependent
ŋ-à-vɾað-ɛ̀,ŋ,itive,perfective
ŋ-á-vɾað-à,ŋ,itive,imperfective
ŋ-á-vɾað-ɔ́,ŋ,ventive,imperfective
ɲə̀-vɾað-à,ɲ,ventive,dependent
ɲə̀-vɾað-ɔ́,ɲ,ventive,perfective
ɲə̀-vɾað-ɛ̀,ɲ,itive,dependent
ɲ-à-vɾað-ɛ̀,ɲ,itive,perfective
ɲ-á-vɾað-à,ɲ,itive,imperfective
ɲ-á-vɾað-ɔ́,ɲ,ventive,imperfective
nə̀-vɾað-à,n,ventive,dependent
nə̀-vɾað-ɔ́,n,ventive,perfective
nə̀-vɾað-ɛ̀,n,itive,dependent
n-à-vɾað-ɛ̀,n,itive,perfective
n-á-vɾað-à,n,itive,imperfective
n-á-vɾað-ɔ́,n,ventive,imperfective
jə̀-vɾað-à,j,ventive,dependent
jə̀-vɾað-ɔ́,j,ventive,perfective
jə̀-vɾað-ɛ̀,j,itive,dependent
j-à-vɾað-ɛ̀,j,itive,perfective
j-á-vɾað-à,j,itive,imperfective
j-á-vɾað-ɔ́,j,ventive,imperfective
ðə̀-vɾað-à,ð,ventive,dependent
ðə̀-vɾað-ɔ́,ð,ventive,perfective
ðə̀-vɾað-ɛ̀,ð,itive,dependent
ðə́-vɾað-á,ð,unmarked,infinitive
ð-à-vɾað-ɛ̀,ð,itive,perfective
ð-á-vɾað-à,ð,itive,imperfective
ð-á-vɾað-ɔ́,ð,ventive,imperfective
gə̀-vɾað-à,g,ventive,dependent
gə̀-vɾað-ɔ́,g,ventive,perfective
gə̀-vɾað-ɛ̀,g,itive,dependent
g-à-vɾað-ɛ̀,g,itive,perfective
g-á-vɾað-à,g,itive,imperfective
g-á-vɾað-ɔ́,g,ventive,imperfective
t̪ə̀-vɾað-à,t̪,ventive,dependent
t̪ə̀-vɾað-ɔ́,t̪,ventive,perfective
t̪ə̀-vɾað-ɛ̀,t̪,itive,dependent
t̪-à-vɾað-ɛ̀,t̪,itive,perfective
t̪-á-vɾað-à,t̪,itive,imperfective
t̪-á-vɾað-ɔ́,t̪,ventive,imperfective
jɛð-á,unmarked,ventive,imperative
jɛð-ɔ́,unmarked,itive,imperative
rə̀-jɛð-à,r,ventive,dependent
rə̀-jɛð-ɔ́,r,ventive,perfective
rə̀-jɛð-ɛ̀,r,itive,dependent
r-à-jɛð-ɛ̀,r,itive,perfective
r-á-jɛð-à,r,itive,imperfective
r-á-jɛð-ɔ́,r,ventive,imperfective
lə̀-jɛð-à,l,ventive,dependent
lə̀-jɛð-ɔ́,l,ventive,perfective
lə̀-jɛð-ɛ̀,l,itive,dependent
l-à-jɛð-ɛ̀,l,itive,perfective
l-á-jɛð-à,l,itive,imperfective
l-á-jɛð-ɔ́,l,ventive,imperfective
ŋə̀-jɛð-à,ŋ,ventive,dependent
ŋə̀-jɛð-ɔ́,ŋ,ventive,perfective
ŋə̀-jɛð-ɛ̀,ŋ,itive,dependent
ŋ-à-jɛð-ɛ̀,ŋ,itive,perfective
ŋ-á-jɛð-à,ŋ,itive,imperfective
ŋ-á-jɛð-ɔ́,ŋ,ventive,imperfective
ɲə̀-jɛð-à,ɲ,ventive,dependent
ɲə̀-jɛð-ɔ́,ɲ,ventive,perfective
ɲə̀-jɛð-ɛ̀,ɲ,itive,dependent
ɲ-à-jɛð-ɛ̀,ɲ,itive,perfective
ɲ-á-jɛð-à,ɲ,itive,imperfective
ɲ-á-jɛð-ɔ́,ɲ,ventive,imperfective
nə̀-jɛð-à,n,ventive,dependent
nə̀-jɛð-ɔ́,n,ventive,perfective
nə̀-jɛð-ɛ̀,n,itive,dependent
n-à-jɛð-ɛ̀,n,itive,perfective
n-á-jɛð-à,n,itive,imperfective
n-á-jɛð-ɔ́,n,ventive,imperfective
jə̀-jɛð-à,j,ventive,dependent
jə̀-jɛð-ɔ́,j,ventive,perfective
jə̀-jɛð-ɛ̀,j,itive,dependent
j-à-jɛð-ɛ̀,j,itive,perfective
j-á-jɛð-à,j,itive,imperfective
j-á-jɛð-ɔ́,j,ventive,imperfective
ðə̀-jɛð-à,ð,ventive,dependent
ðə̀-jɛð-ɔ́,ð,ventive,perfective
ðə̀-jɛð-ɛ̀,ð,itive,dependent
ðə́-jɛð-á,ð,unmarked,infinitive
ð-à-jɛð-ɛ̀,ð,itive,perfective
ð-á-jɛð-à,ð,itive,imperfective
ð-á-jɛð-ɔ́,ð,ventive,imperfective
gə̀-jɛð-à,g,ventive,dependent
gə̀-jɛð-ɔ́,g,ventive,perfective
gə̀-jɛð-ɛ̀,g,itive,dependent
g-à-jɛð-ɛ̀,g,itive,perfective
g-á-jɛð-à,g,itive,imperfective
g-á-jɛð-ɔ́,g,ventive,imperfective
t̪ə̀-jɛð-à,t̪,ventive,dependent
t̪ə̀-jɛð-ɔ́,t̪,ventive,perfective
t̪ə̀-jɛð-ɛ̀,t̪,itive,dependent
t̪-à-jɛð-ɛ̀,t̪,itive,perfective
t̪-á-jɛð-à,t̪,itive,imperfective
t̪-á-jɛð-ɔ́,t̪,ventive,imperfective
j-á,unmarked,ventive,imperative
j-ɔ́,unmarked,itive,imperative
rə̀-j-à,r,ventive,dependent
rə̀-j-ɔ́,r,ventive,perfective
rə̀-j-ɛ̀,r,itive,dependent
r-à-j-ɛ̀,r,itive,perfective
r-á-j-à,r,itive,imperfective
r-á-j-ɔ́,r,ventive,imperfective
lə̀-j-à,l,ventive,dependent
lə̀-j-ɔ́,l,ventive,perfective
lə̀-j-ɛ̀,l,itive,dependent
l-à-j-ɛ̀,l,itive,perfective
l-á-j-à,l,itive,imperfective
l-á-j-ɔ́,l,ventive,imperfective
ŋə̀-j-à,ŋ,ventive,dependent
ŋə̀-j-ɔ́,ŋ,ventive,perfective
ŋə̀-j-ɛ̀,ŋ,itive,dependent
ŋ-à-j-ɛ̀,ŋ,itive,perfective
ŋ-á-j-à,ŋ,itive,imperfective
ŋ-á-j-ɔ́,ŋ,ventive,imperfective
ɲə̀-j-à,ɲ,ventive,dependent
ɲə̀-j-ɔ́,ɲ,ventive,perfective
ɲə̀-j-ɛ̀,ɲ,itive,dependent
ɲ-à-j-ɛ̀,ɲ,itive,perfective
ɲ-á-j-à,ɲ,itive,imperfective
ɲ-á-j-ɔ́,ɲ,ventive,imperfective
nə̀-j-à,n,ventive,dependent
nə̀-j-ɔ́,n,ventive,perfective
nə̀-j-ɛ̀,n,itive,dependent
n-à-j-ɛ̀,n,itive,perfective
n-á-j-à,n,itive,imperfective
n-á-j-ɔ́,n,ventive,imperfective
jə̀-j-à,j,ventive,dependent
jə̀-j-ɔ́,j,ventive,perfective
jə̀-j-ɛ̀,j,itive,dependent
j-à-j-ɛ̀,j,itive,perfective
j-á-j-à,j,itive,imperfective
j-á-j-ɔ́,j,ventive,imperfective
ðə̀-j-à,ð,ventive,dependent
ðə̀-j-ɔ́,ð,ventive,perfective
ðə̀-j-ɛ̀,ð,itive,dependent
ðə́-j-á,ð,unmarked,infinitive
ð-à-j-ɛ̀,ð,itive,perfective
ð-á-j-à,ð,itive,imperfective
ð-á-j-ɔ́,ð,ventive,imperfective
gə̀-j-à,g,ventive,dependent
gə̀-j-ɔ́,g,ventive,perfective
gə̀-j-ɛ̀,g,itive,dependent
g-à-j-ɛ̀,g,itive,perfective
g-á-j-à,g,itive,imperfective
g-á-j-ɔ́,g,ventive,imperfective
t̪ə̀-j-à,t̪,ventive,dependent
t̪ə̀-j-ɔ́,t̪,ventive,perfective
t̪ə̀-j-ɛ̀,t̪,itive,dependent
t̪-à-j-ɛ̀,t̪,itive,perfective
t̪-á-j-à,t̪,itive,imperfective
t̪-á-j-ɔ́,t̪,ventive,imperfective
ð-á,unmarked,ventive,imperative
ð-ɔ́,unmarked,itive,imperative
rə̀-ð-à,r,ventive,dependent
rə̀-ð-ɔ́,r,ventive,perfective
rə̀-ð-ɛ̀,r,itive,dependent
r-à-ð-ɛ̀,r,itive,perfective
r-á-ð-à,r,itive,imperfective
r-á-ð-ɔ́,r,ventive,imperfective
lə̀-ð-à,l,ventive,dependent
lə̀-ð-ɔ́,l,ventive,perfective
